VESSEL,CRUISE,YEAR,HAUL,STRATUM,STATIONID,LATITUDE,LONGITUDE,SPECIES_CODE,CPUE_KGHA,CPUE_NOHA,AREA_FISHED
88,200001,2000,68,10,L-07,58.64560,-164.00970,10130,0.8999199546,1.1469792947,4.3592766
88,200001,2000,69,10,M-07,58.98987,-164.00900,10130,0,0,4.3966052
88,200001,2000,71,20,N-05,59.33527,-165.30499,10130,0,0,4.272212
88,200001,2000,72,10,M-05,59.00019,-165.30161,10130,0,0,4.299504
88,200001,2000,73,10,L-05,58.67273,-165.31270,10130,0.6531525527,0.6801310857,4.4109144
88,200001,2000,74,10,K-05,58.33889,-165.28540,10130,0.1340277041,0.2233795068,4.4766864
88,200001,2000,75,10,J-05,58.01456,-165.24080,10130,0.9809124864,2.0151135306,4.4662496
88,200001,2000,76,31,I-05,57.67149,-165.25121,10130,0.7878902496,2.5402157431,4.7240082
88,200001,2000,77,31,H-05,57.32567,-165.22929,10130,8.3166626371,13.201696576,4.9236096
88,200001,2000,78,31,G-05,56.99592,-165.22290,10130,16.395476818,26.822697185,4.8466416
88,200001,2000,79,31,F-05,56.66511,-165.21870,10130,21.098768311,36.933944911,4.9547916
88,200001,2000,80,31,E-05,56.33152,-165.20070,10130,14.518674084,41.056695889,4.8713126
88,200001,2000,81,31,E-03,56.33194,-166.41470,10130,31.049826734,84.625597551,4.8921368
88,200001,2000,82,31,F-03,56.66470,-166.43649,10130,3.8703975307,8.1174444856,4.9276592
88,200001,2000,83,31,G-03,56.99557,-166.46890,10130,47.961617861,68.583141281,5.0449716
88,200001,2000,84,31,H-03,57.32969,-166.49139,10130,24.725126039,28.828444829,4.7522508
88,200001,2000,85,31,I-03,57.66055,-166.50729,10130,17.43438866,19.027871703,4.9401216
88,200001,2000,86,31,J-03,57.99707,-166.52679,10130,1.6519185719,2.4741666079,4.850118
88,200001,2000,86,31,J-03,57.99707,-166.52679,10130,0.0847402063,1.237083304,4.850118
88,200001,2000,87,10,K-03,58.33843,-166.57170,10130,0,0,4.788912
88,200001,2000,88,20,L-03,58.67120,-166.56531,10130,0,0,4.522414
88,200001,2000,89,20,M-03,58.99232,-166.58850,10130,0.2132671338,0.4471009094,4.4732631
88,200001,2000,90,20,N-03,59.33472,-166.60220,10130,0,0,4.5944302
88,200001,2000,91,20,O-03,59.65700,-166.65829,10130,0,0,4.6781948
88,200001,2000,92,20,Q-01,60.30228,-167.98000,10130,0,0,4.914944
88,200001,2000,93,20,P-01,60.00470,-167.97960,10130,0,0,4.653936
88,200001,2000,94,20,O-01,59.66544,-167.95100,10130,0,0,4.7011984
88,200001,2000,95,20,N-01,59.34100,-167.91800,10130,0,0,4.720993
88,200001,2000,96,20,M-01,59.00617,-167.88989,10130,0.1176045017,0.2027663823,4.931784
88,200001,2000,97,20,L-01,58.67857,-167.87810,10130,0.5198742587,1.0274194835,4.8665614
88,200001,2000,97,20,L-01,58.67857,-167.87810,10130,0.487407803,1.0274194835,4.8665614
88,200001,2000,98,41,K-01,58.33770,-167.84731,10130,0,0,5.1198084
88,200001,2000,99,41,J-01,57.99269,-167.82170,10130,1.3155790294,2.3151412747,5.183269
88,200001,2000,100,31,I-01,57.66648,-167.77470,10130,1.2639260158,1.2639260158,4.7471133
88,200001,2000,101,31,H-01,57.33833,-167.74319,10130,23.937286562,38.380580545,5.5757364
88,200001,2000,102,31,G-01,57.00346,-167.70309,10130,2.6537834584,5.8112046534,5.1624408
88,200001,2000,103,31,F-01,56.66137,-167.67030,10130,93.324477942,204.75525294,5.191564
88,200001,2000,104,50,E-01,56.35941,-167.65530,10130,22.957796744,92.689073775,5.3620128
88,200001,2000,105,50,D-01,55.99529,-167.62030,10130,15.813944436,103.04108592,5.5900032
88,200001,2000,106,50,C-01,55.67612,-167.59151,10130,6.9392270308,60.67282273,5.5049359
88,200001,2000,107,50,E-19,56.32145,-168.88150,10130,6.0291206528,14.893363517,5.572952
88,200001,2000,108,32,F-19,56.68531,-168.90050,10130,0.8159082124,1.5456466254,5.1758273
88,200001,2000,109,32,GF1918,56.83081,-168.62869,10130,0.9498362734,2.5287469903,5.140886
88,200001,2000,110,32,G-19,56.98642,-168.93179,10130,3.6314717913,6.7366892679,5.0469895
88,200001,2000,111,32,HG1918,57.15364,-168.65179,10130,2.2566775447,5.6685180992,4.9395626
88,200001,2000,112,42,H-19,57.32056,-168.96500,10130,0.5010304633,1.1967288136,5.0136672
88,200001,2000,113,42,IH1918,57.48523,-168.72430,10130,4.6336716754,10.486439623,5.2448688
88,200001,2000,114,42,I-19,57.64655,-169.00810,10130,0.7299041375,1.2367762849,4.851322
88,200001,2000,115,42,JI1918,57.82007,-168.75000,10130,0.3395300904,2.3966829907,5.00692
88,200001,2000,116,42,J-19,57.98736,-169.03600,10130,0,0,4.8765872
88,200001,2000,117,41,K-19,58.31624,-169.11549,10130,0.0451514543,0.1881310598,5.3154434
88,200001,2000,118,41,L-19,58.65448,-169.14540,10130,0.6979559165,1.0168355427,4.917216
88,200001,2000,119,41,M-19,58.97549,-169.16859,10130,0.8195343434,0.6229042387,4.8161496
88,200001,2000,119,41,M-19,58.97549,-169.16859,10130,0.7773844899,1.6610779698,4.8161496
88,200001,2000,120,20,N-19,59.31064,-169.23489,10130,0.237254848,0.424807248,4.7080176
88,200001,2000,121,20,O-19,59.64886,-169.27100,10130,0,0,5.03527
88,200001,2000,122,20,P-19,59.98162,-169.32091,10130,0.5742070481,0.8244178724,4.8519084
88,200001,2000,123,20,Q-19,60.31786,-169.32170,10130,0.2670429198,0.8299702248,4.81945
88,200001,2000,124,41,Q-21,60.33937,-170.67039,10130,4.7143833396,11.542873264,5.111379
88,200001,2000,125,41,P-21,60.01504,-170.63130,10130,3.786232513,8.7824980973,5.1238269
88,200001,2000,126,41,O-21,59.68425,-170.59180,10130,0.5761984077,1.4420410633,4.8542307
88,200001,2000,127,41,N-21,59.33438,-170.53571,10130,1.6763022021,2.8923133879,4.840416
88,200001,2000,128,41,M-21,59.01347,-170.48441,10130,2.8876555017,2.7694224657,4.6941195
88,200001,2000,128,41,M-21,59.01347,-170.48441,10130,0.5811526528,2.7694224657,4.6941195
88,200001,2000,129,41,L-21,58.68037,-170.42149,10130,1.1490516236,1.1302147118,5.3087258
88,200001,2000,129,41,L-21,58.68037,-170.42149,10130,0.1450442213,0.5651073559,5.3087258
88,200001,2000,130,41,K-21,58.34954,-170.39110,10130,1.5168182431,2.192990231,5.4719806
88,200001,2000,130,41,K-21,58.34954,-170.39110,10130,0.2266089905,0.5482475577,5.4719806
88,200001,2000,131,41,K-22,58.33173,-171.00140,10130,10.02733773,21.252546248,5.1758504
88,200001,2000,132,42,J-22,58.01606,-170.97220,10130,9.0399041868,17.759734065,5.0113363
88,200001,2000,133,42,J-21,57.99794,-170.35899,10130,4.7500890107,7.9392076549,4.912329
88,200001,2000,134,42,JI2120,57.84075,-169.94670,10130,1.4702280631,2.6731419329,5.2372827
88,200001,2000,135,42,I-21,57.67984,-170.24040,10130,4.1517767719,7.7806143577,4.8839331
88,200001,2000,136,42,IH2120,57.51243,-170.01221,10130,0.7033672192,4.2346009583,4.7229952
88,200001,2000,137,42,H-21,57.35160,-170.18250,10130,0,0,4.870728
88,200001,2000,138,42,HG2120,57.16788,-169.88890,10130,0,0,2.9957484
88,200001,2000,139,42,G-21,57.00374,-170.15810,10130,2.6481055808,5.1381153061,5.0602212
88,200001,2000,140,42,GF2120,56.84764,-169.87500,10130,1.0134845987,2.8956702821,4.8348046
88,200001,2000,141,42,F-21,56.67919,-170.12691,10130,13.345133472,40.117834323,5.4589188
88,200001,2000,142,50,E-21,56.34403,-170.08141,10130,8.9537957793,51.088258224,5.6177292
88,200001,2000,143,41,M-23,59.03135,-171.78940,10130,0.2969718082,0.7919248218,5.0509845
88,200001,2000,143,41,M-23,59.03135,-171.78940,10130,0.1128492871,0.5939436163,5.0509845
88,200001,2000,144,43,N-23,59.31780,-171.82809,10130,0.6573295031,1.3383672256,5.2302536
88,200001,2000,145,43,O-23,59.62325,-171.89110,10130,0.1738648816,0.3796176453,5.268459
88,200001,2000,145,43,O-23,59.62325,-171.89110,10130,1.804512477,4.5554117437,5.268459
88,200001,2000,146,43,PO2423,59.82250,-172.26939,10130,1.8065782384,9.7477243078,5.2319904
88,200001,2000,147,43,P-23,59.98615,-171.99170,10130,0.2723526339,0.7360881999,2.7170657
88,200001,2000,148,43,QP2423,60.16697,-172.36749,10130,0.4537732252,0.5820092671,5.1545571
88,200001,2000,149,43,Q-23,60.33334,-172.06599,10130,0,0,4.8289982
88,200001,2000,150,41,R-23,60.66504,-172.13020,10130,0.7172110492,1.7445674171,5.158872
88,200001,2000,151,41,R-22,60.66510,-171.46201,10130,0.9342173441,2.3852357722,5.0309492
88,200001,2000,152,41,S-22,60.99903,-171.48570,10130,0.1414716224,0.9307343582,5.3721021
88,200001,2000,153,41,S-23,60.99898,-172.15240,10130,0.7899821021,3.4682141067,5.189991
88,200001,2000,154,41,S-24,60.99836,-172.80450,10130,0.7233222437,8.499036363,5.5300387
88,200001,2000,155,82,T-25,61.33226,-173.58090,10130,0.9567922374,9.3873955368,5.5393426
88,200001,2000,156,82,U-25,61.66241,-173.66141,10130,0.5086495862,5.651662069,5.308173
88,200001,2000,157,82,V-25,61.98419,-173.74400,10130,0.7003849082,8.7548113525,5.1400308
88,200001,2000,158,82,V-27,62.00216,-175.17140,10130,1.3335265804,14.097280993,5.2492392
88,200001,2000,159,82,U-28,61.66954,-175.78360,10130,11.366694856,47.594060508,5.1897232
88,200001,2000,160,90,T-29,61.34805,-176.28400,10130,0.7866947196,4.3705262201,5.4913296
88,200001,2000,160,90,T-29,61.34805,-176.28400,10130,3.2378315081,15.661052289,5.4913296
88,200001,2000,161,90,S-30,61.01281,-176.95450,10130,1.3329812202,10.432026941,5.176367
88,200001,2000,161,90,S-30,61.01281,-176.95450,10130,0.4636456418,2.8977852614,5.176367
88,200001,2000,162,61,R-30,60.68709,-176.79750,10130,0.9386337161,2.1660778064,5.5399672
88,200001,2000,162,61,R-30,60.68709,-176.79750,10130,0.0812279177,0.3610129677,5.5399672
88,200001,2000,163,61,Q-30,60.34481,-176.72430,10130,2.2503044598,14.644899721,5.18952
88,200001,2000,164,61,P-30,60.01888,-176.71700,10130,10.839396946,33.389124012,4.9716788
88,200001,2000,165,61,O-30,59.66758,-176.53239,10130,3.0419074532,14.367983922,5.3591374
88,200001,2000,166,61,N-30,59.33912,-176.38811,10130,3.2641306329,15.534877389,5.5359304
88,200001,2000,167,61,M-30,58.99861,-176.32750,10130,4.3556160481,20.74993053,5.3494155
88,200001,2000,168,61,M-29,59.00090,-175.73579,10130,25.87753204,60.562275498,5.2177696
88,200001,2000,169,61,N-29,59.33060,-175.75180,10130,6.6215941983,27.821824363,5.3914509
88,200001,2000,170,61,O-29,59.66481,-175.86180,10130,5.5409593401,40.931360481,5.057247
88,200001,2000,171,61,P-29,59.99741,-175.92940,10130,11.828303599,114.36667473,5.3774406
88,200001,2000,172,61,Q-29,60.32108,-176.03920,10130,4.0667265589,46.839975544,5.5081156
88,200001,2000,173,61,R-29,60.66175,-176.19501,10130,6.5731910144,28.601389302,5.0696838
88,200001,2000,174,90,S-29,60.99822,-176.27930,10130,2.7567682883,12.797303077,5.2354781
88,200001,2000,174,90,S-29,60.99822,-176.27930,10130,4.1688647308,21.58351116,5.2354781
88,200001,2000,175,90,S-28,60.98959,-175.54610,10130,0.1715976196,0.5719920653,5.244828
88,200001,2000,175,90,S-28,60.98959,-175.54610,10130,3.8323468377,18.113082069,5.244828
88,200001,2000,176,90,T-28,61.32778,-175.66769,10130,2.331184862,6.0574094839,5.4478734
88,200001,2000,176,90,T-28,61.32778,-175.66769,10130,4.0933403482,15.418860504,5.4478734
88,200001,2000,177,82,U-27,61.68532,-175.08760,10130,0.2108737025,1.2813506226,5.4629856
88,200001,2000,178,82,T-27,61.31625,-175.01160,10130,3.8680999782,16.265875494,5.3486208
88,200001,2000,179,82,S-27,60.99635,-174.87140,10130,4.5489691474,15.724831621,5.3418696
88,200001,2000,180,41,R-27,60.67804,-174.82491,10130,1.716740594,3.9617090632,5.3007426
88,200001,2000,180,41,R-27,60.67804,-174.82491,10130,1.188512719,6.4141956261,5.3007426
88,200001,2000,181,62,Q-27,60.33620,-174.72420,10130,5.2585805249,19.801211368,5.1512
88,200001,2000,181,62,Q-27,60.33620,-174.72420,10130,2.0138996739,10.094735207,5.1512
88,200001,2000,182,43,QP2726,60.17544,-174.37030,10130,7.2591197611,28.603171426,4.9295233
88,200001,2000,182,43,QP2726,60.17544,-174.37030,10130,1.0984834984,5.2743436673,4.9295233
88,200001,2000,183,62,P-27,60.00466,-174.59660,10130,3.1614753198,24.011691273,5.2057974
88,200001,2000,183,62,P-27,60.00466,-174.59660,10130,0.2493374022,2.113028832,5.2057974
88,200001,2000,184,62,PO2726,59.84487,-174.25060,10130,2.9285420211,23.493511717,5.278053
88,200001,2000,185,62,O-27,59.68107,-174.46629,10130,2.5107629701,21.935185515,5.5162515
88,200001,2000,186,62,N-27,59.34226,-174.44611,10130,5.3892933918,21.036381,5.276573
89,200001,2000,1,10,H-16,57.34332,-158.40840,10130,0.7660157465,1.6756594454,4.2540324
89,200001,2000,2,10,I-16,57.65344,-158.35420,10130,0,0,3.8534895
89,200001,2000,3,10,J-16,57.98766,-158.33020,10130,0,0,3.97256
89,200001,2000,5,10,J-14,58.00607,-159.59500,10130,0,0,4.4333025
89,200001,2000,6,10,I-14,57.67835,-159.63480,10130,1.1644881983,2.0441571649,4.4834955
89,200001,2000,7,10,H-14,57.33875,-159.66991,10130,0.9035337903,1.872886151,3.806056
89,200001,2000,8,10,G-14,57.00474,-159.71989,10130,0,0,4.630176
89,200001,2000,9,10,F-14,56.68940,-159.70760,10130,1.3254609881,1.743044696,4.0895736
89,200001,2000,10,10,E-12,56.32806,-160.99620,10130,11.101833389,31.229807388,2.804256
89,200001,2000,11,31,F-12,56.66101,-160.98759,10130,7.479371573,22.398375665,4.2281943
89,200001,2000,12,31,G-12,56.99192,-160.95190,10130,12.287416797,30.923500074,4.2480496
89,200001,2000,13,31,H-12,57.31972,-160.93089,10130,6.6225977863,14.658456963,4.3766398
89,200001,2000,14,31,I-12,57.65127,-160.87900,10130,13.21206751,19.505188245,2.4537834
89,200001,2000,15,10,J-12,57.98725,-160.84531,10130,1.7699917782,2.1166524055,4.329936
89,200001,2000,16,10,J-13,58.00105,-160.24280,10130,0,0,4.3301727
89,200001,2000,17,10,K-13,58.29128,-159.96510,10130,0,0,2.971498
89,200001,2000,19,10,K-12,58.32471,-160.74980,10130,0,0,2.0106774
89,200001,2000,20,10,K-10,58.33628,-162.05299,10130,0,0,4.4926684
89,200001,2000,21,10,J-10,58.00928,-162.11620,10130,0.957931193,1.0078181936,4.0417208
89,200001,2000,23,10,I-10,57.64946,-162.15390,10130,2.193162551,3.4246760635,4.460261
89,200001,2000,24,10,H-10,57.35087,-162.14890,10130,7.6620106937,12.293929381,4.2244286
89,200001,2000,25,31,G-10,57.01442,-162.16389,10130,12.721868623,26.384047395,4.708764
89,200001,2000,26,31,F-10,56.67953,-162.17419,10130,16.191624276,43.626149988,3.2212224
89,200001,2000,27,31,E-10,56.34275,-162.19769,10130,21.409299045,74.120693437,2.1982092
89,200001,2000,28,31,D-10,56.00194,-162.25160,10130,5.5966183325,13.402306494,4.4069382
89,200001,2000,29,31,D-09,55.99955,-162.81610,10130,15.973104336,48.702520051,4.6209296
89,200001,2000,30,10,C-09,55.67536,-162.83230,10130,6.2794022858,17.224953935,4.4930788
89,200001,2000,31,31,D-08,56.01099,-163.39819,10130,14.604804966,65.043298281,4.728168
89,200001,2000,32,31,C-08,55.67602,-163.40390,10130,24.719301413,58.416661722,4.7241216
89,200001,2000,33,31,B-08,55.34481,-163.41890,10130,42.092846256,147.31408074,4.2581893
89,200001,2000,34,31,B-07,55.33735,-164.02119,10130,13.452385475,39.693945689,4.74609
89,200001,2000,35,31,A-06,55.03874,-164.59320,10130,5.5201514509,7.3137971526,4.0377888
89,200001,2000,36,50,AZ0504,54.83447,-165.49040,10130,0.3924675421,0.3924675421,5.1893715
89,200001,2000,37,50,A-04,54.98001,-165.74899,10130,1.6476367499,12.410770324,4.7590226
89,200001,2000,38,50,B-04,55.31894,-165.78650,10130,11.992316321,95.502446342,4.670336
89,200001,2000,39,50,C-04,55.66493,-165.79930,10130,16.225599728,115.69018173,4.9204386
89,200001,2000,40,31,D-04,55.98726,-165.78420,10130,111.58544625,384.45502754,4.945239
89,200001,2000,41,31,E-08,56.32040,-163.40300,10130,12.506998343,31.974668952,4.7772032
89,200001,2000,42,31,F-08,56.65679,-163.38130,10130,6.4585729021,14.57481689,4.7511016
89,200001,2000,43,31,G-08,56.98701,-163.38620,10130,5.7045926294,16.778880503,4.4911468
89,200001,2000,44,10,H-08,57.32272,-163.38451,10130,6.6016451664,11.03163432,4.523189
89,200001,2000,45,10,I-08,57.65538,-163.36990,10130,2.7220760471,4.298919847,4.7376084
89,200001,2000,46,10,J-08,57.99685,-163.37331,10130,1.7071612385,1.743558012,4.6724224
89,200001,2000,47,10,K-08,58.32439,-163.36130,10130,0,0,3.269251
89,200001,2000,48,10,L-08,58.65428,-163.34320,10130,0,0,4.4366013
89,200001,2000,49,10,M-08,58.97592,-163.35130,10130,0,0,4.3272176
89,200001,2000,53,31,E-06,56.32656,-164.58820,10130,1.8619254385,6.1813981834,4.612749
89,200001,2000,54,31,F-06,56.65505,-164.59891,10130,0.934528703,2.2250683406,4.5766232
89,200001,2000,55,31,G-06,56.98932,-164.60100,10130,18.611031999,38.288807998,4.5745156
89,200001,2000,56,31,H-06,57.32276,-164.61639,10130,2.5338917277,6.2310574157,4.7394152
89,200001,2000,57,10,I-06,57.65940,-164.61160,10130,0.8798920905,1.6764411087,4.2520489
89,200001,2000,58,10,J-06,57.98818,-164.61411,10130,0,0,4.266356
89,200001,2000,59,10,K-06,58.31915,-164.63280,10130,0,0,4.2731125
89,200001,2000,60,10,L-06,58.65381,-164.65280,10130,0.6035585808,0.5065535718,4.0206209
89,200001,2000,61,10,M-06,58.99393,-164.65010,10130,0,0,4.188204
89,200001,2000,62,10,N-06,59.33317,-164.64160,10130,0,0,4.07939
89,200001,2000,63,20,O-04,59.62907,-165.93710,10130,0,0,3.9933082
89,200001,2000,64,20,N-04,59.34602,-165.94800,10130,0.2694274472,0.2449340429,4.157568
89,200001,2000,65,20,M-04,59.00897,-165.93140,10130,0,0,4.2948206
89,200001,2000,66,10,L-04,58.67695,-165.93840,10130,0,0,4.1750264
89,200001,2000,67,10,K-04,58.34370,-165.91960,10130,0,0,4.2422999
89,200001,2000,68,10,J-04,58.01125,-165.90100,10130,0.4740431978,0.6833875989,4.4703618
89,200001,2000,69,31,I-04,57.67653,-165.88380,10130,0,0,4.3948464
89,200001,2000,70,31,H-04,57.34476,-165.86740,10130,17.892443266,21.710287842,4.5029193
89,200001,2000,71,31,G-04,57.00850,-165.85190,10130,11.25495408,19.465503424,4.7083136
89,200001,2000,72,31,F-04,56.67560,-165.84219,10130,2.2147957134,4.1725616304,4.881078
89,200001,2000,73,31,E-04,56.34556,-165.79950,10130,4.6968477065,31.64483329,4.8591762
89,200001,2000,74,50,E-02,56.32631,-167.03140,10130,19.230715249,63.690150181,4.9405434
89,200001,2000,75,31,F-02,56.65675,-167.06520,10130,5.9805315073,16.684747292,4.8216532
89,200001,2000,76,31,G-02,56.98760,-167.08200,10130,7.1429787204,10.144639092,4.416768
89,200001,2000,77,31,H-02,57.32133,-167.11990,10130,48.319355552,89.938519661,4.4610696
89,200001,2000,78,31,I-02,57.65710,-167.13570,10130,0.5683740337,2.8418701685,4.6583019
89,200001,2000,79,31,J-02,57.98440,-167.17560,10130,0.3044301521,1.7211598708,4.7332265
89,200001,2000,80,20,K-02,58.31879,-167.17580,10130,0.9472854471,1.6165280667,4.4096417
89,200001,2000,81,20,L-02,58.65041,-167.22079,10130,0.3347494847,0.4652529322,4.3775326
89,200001,2000,82,20,M-02,58.99047,-167.23950,10130,0.1243262681,0.2302338298,4.4230248
89,200001,2000,83,20,N-02,59.32323,-167.27341,10130,0,0,4.2430506
89,200001,2000,84,20,O-02,59.65540,-167.27780,10130,0,0,4.1644692
89,200001,2000,85,20,Q-18,60.34573,-168.68730,10130,0,0,4.400054
89,200001,2000,86,20,P-18,60.01716,-168.64940,10130,0.2418313758,0.4396934106,4.632
89,200001,2000,87,20,O-18,59.67789,-168.61430,10130,0,0,4.6247282
89,200001,2000,88,20,N-18,59.34301,-168.56740,10130,0,0,4.5928152
89,200001,2000,89,20,M-18,59.00886,-168.53410,10130,0,0,4.4599458
89,200001,2000,90,20,L-18,58.66957,-168.51180,10130,0.5234677163,1.1591402045,4.392609
89,200001,2000,91,41,K-18,58.34554,-168.47510,10130,0.1612767527,0.4194453907,4.855602
89,200001,2000,92,42,J-18,58.01167,-168.43930,10130,0,0,3.9062385
89,200001,2000,93,42,I-18,57.68091,-168.40221,10130,0.190161036,0.4453420047,4.573249
89,200001,2000,94,32,H-18,57.34747,-168.36920,10130,1.4184377949,3.8380612927,3.7145366
89,200001,2000,95,32,G-18,57.01307,-168.33099,10130,28.817653573,51.215047591,4.1556333
89,200001,2000,95,32,G-18,57.01307,-168.33099,10130,0.0245048075,0.2450480746,4.1556333
89,200001,2000,96,50,F-18,56.67937,-168.28810,10130,3.1112525793,7.0087606742,4.7946976
89,200001,2000,97,50,E-18,56.34055,-168.24770,10130,0.1719779904,0.6497908957,4.7014968
89,200001,2000,98,50,D-18,56.01429,-168.21919,10130,11.637700415,26.958932423,4.7594456
89,200001,2000,99,50,C-18,55.67722,-168.18710,10130,9.9424075466,46.750469528,4.813875
89,200001,2000,100,50,E-20,56.34304,-169.49240,10130,2.5401273416,3.7549708528,4.6103178
89,200001,2000,101,32,F-20,56.67110,-169.49750,10130,1.6506202104,4.1554075227,4.411105
89,200001,2000,102,32,GF2019,56.82247,-169.29880,10130,8.4226481139,20.490409242,4.6716009
89,200001,2000,103,42,G-20,56.98547,-169.54880,10130,0.4943278383,1.1544321305,4.4105232
89,200001,2000,104,42,HG2019,57.15583,-169.31650,10130,1.0668620975,3.8457709196,4.5014665
89,200001,2000,105,42,H-20,57.32528,-169.59959,10130,1.2944851864,2.0471563307,4.476927
89,200001,2000,106,42,IH2019,57.48946,-169.36620,10130,5.6580134507,9.5012820331,4.7158391
89,200001,2000,106,42,IH2019,57.48946,-169.36620,10130,0.0619742714,0.431876456,4.7158391
89,200001,2000,107,42,I-20,57.65638,-169.65109,10130,8.8987479635,23.562237538,4.451529
89,200001,2000,108,42,JI2019,57.82531,-169.36880,10130,0.5548536073,2.4452683012,4.5809408
89,200001,2000,109,42,J-20,57.98969,-169.70010,10130,0,0,4.5898575
89,200001,2000,110,41,K-20,58.32581,-169.73370,10130,1.7806009865,2.6887142114,4.5449082
89,200001,2000,111,41,L-20,58.65623,-169.78320,10130,0.5526461522,1.3523152175,4.5181623
89,200001,2000,111,41,L-20,58.65623,-169.78320,10130,0.4507717392,1.3523152175,4.5181623
89,200001,2000,112,41,M-20,58.98901,-169.84320,10130,0.7543450315,1.3311971143,4.5898384
89,200001,2000,112,41,M-20,58.98901,-169.84320,10130,0.7321584129,2.440528043,4.5898384
89,200001,2000,113,41,N-20,59.32381,-169.86571,10130,0.713832994,1.9701002594,4.652032
89,200001,2000,114,41,O-20,59.65845,-169.91521,10130,1.0484064219,1.473959621,4.8361634
89,200001,2000,114,41,O-20,59.65845,-169.91521,10130,1.7700149392,3.5796162225,4.8361634
89,200001,2000,115,41,P-20,59.99044,-169.96420,10130,0.3229963364,0.4610939849,4.4170168
89,200001,2000,115,41,P-20,59.99044,-169.96420,10130,0.8765396653,2.7665639096,4.4170168
89,200001,2000,116,20,Q-20,60.32374,-170.03210,10130,0.8007941777,2.5167817012,4.4507751
89,200001,2000,117,41,Q-22,60.33629,-171.36160,10130,5.6491999787,14.122999947,4.9030968
89,200001,2000,118,41,P-22,60.01136,-171.30420,10130,1.3535833028,2.5782539101,4.739626
89,200001,2000,118,41,P-22,60.01136,-171.30420,10130,1.289126955,4.0822353576,4.739626
89,200001,2000,119,41,O-22,59.67608,-171.25191,10130,1.3993684408,3.2053596485,4.447744
89,200001,2000,119,41,O-22,59.67608,-171.25191,10130,0.0840262136,1.144771303,4.447744
89,200001,2000,120,41,N-22,59.34620,-171.18390,10130,1.1104621097,2.6476346743,4.615425
89,200001,2000,121,41,M-22,59.01291,-171.13040,10130,0.8669944403,1.5011034089,4.7487132
89,200001,2000,121,41,M-22,59.01291,-171.13040,10130,0.211870024,0.6433300324,4.7487132
89,200001,2000,122,41,L-22,58.67839,-171.08279,10130,1.0163458292,1.982039537,4.6240094
89,200001,2000,122,41,L-22,58.67839,-171.08279,10130,0.1460102459,0.6606798457,4.6240094
89,200001,2000,123,42,JI2221,57.84670,-170.61650,10130,5.1218027166,10.218909735,4.7832732
89,200001,2000,124,42,I-22,57.67896,-170.90649,10130,8.839105353,22.909220831,4.7562204
89,200001,2000,125,42,IH2221,57.51205,-170.58791,10130,2.433476345,4.411516164,4.8475236
89,200001,2000,126,42,H-22,57.34484,-170.85159,10130,40.056482108,77.011041723,4.4562076
89,200001,2000,127,42,G-22,57.00852,-170.77620,10130,3.7563948338,15.194406069,4.825444
89,200001,2000,128,42,GF2221,56.84340,-170.46870,10130,2.590320123,8.2890243935,4.9141124
89,200001,2000,129,61,F-22,56.67086,-170.73489,10130,2.9500459228,7.9004979185,2.577888
89,200001,2000,130,61,E-22,56.34455,-170.69769,10130,5.97913005,49.638060792,4.5133227
89,200001,2000,131,41,M-24,58.99142,-172.43500,10130,7.1933019099,45.244826506,4.8840412
89,200001,2000,131,41,M-24,58.99142,-172.43500,10130,0.0834006019,1.0425075232,4.8840412
89,200001,2000,132,43,N-24,59.32378,-172.49760,10130,3.4598717274,6.4901381792,4.8640302
89,200001,2000,133,43,ON2524,59.48950,-172.88319,10130,112.54312686,116.83909284,4.6628787
89,200001,2000,133,43,ON2524,59.48950,-172.88319,10130,0.2874023293,2.402299105,4.6628787
89,200001,2000,134,43,O-24,59.65165,-172.56810,10130,3.6775470459,5.4258890841,5.0673554
89,200001,2000,134,43,O-24,59.65165,-172.56810,10130,0.2548158281,1.6076708397,5.0673554
89,200001,2000,135,43,PO2524,59.84803,-172.90790,10130,2.7276993134,6.8192482835,4.479951
89,200001,2000,135,43,PO2524,59.84803,-172.90790,10130,0.295500759,2.2730827612,4.479951
89,200001,2000,136,43,P-24,60.00027,-172.63409,10130,0.9799724395,2.1436897115,3.3252525
89,200001,2000,136,43,P-24,60.00027,-172.63409,10130,2.3886828214,7.0435519091,3.3252525
89,200001,2000,137,43,QP2524,60.19030,-173.03439,10130,0.1754991972,0.4465628428,4.5607464
89,200001,2000,137,43,QP2524,60.19030,-173.03439,10130,0.2456095636,0.6698442642,4.5607464
89,200001,2000,138,43,Q-25,60.31197,-173.38229,10130,0,0,4.4015505
89,200001,2000,139,41,R-25,60.66451,-173.45641,10130,0.0470029557,0.2350147783,4.3330464
89,200001,2000,139,41,R-25,60.66451,-173.45641,10130,0.7285458126,1.8801182261,4.3330464
89,200001,2000,140,41,R-24,60.66669,-172.75841,10130,0,0,4.6302957
89,200001,2000,141,41,S-25,60.98912,-173.47540,10130,0.2495319579,0.5758429798,5.305248
89,200001,2000,141,41,S-25,60.98912,-173.47540,10130,0.2495319579,3.8389531984,5.305248
89,200001,2000,142,41,S-26,61.00001,-174.15961,10130,0.6678511878,2.2261706261,5.0317928
89,200001,2000,142,41,S-26,61.00001,-174.15961,10130,4.2094862748,28.940218139,5.0317928
